record_id,customer_id,region_id,group,segment,contact_date,converted,conversion_window_end_date,source_file
2026q2-conv-0406,2026q2-busan-control-0406,busan,control,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0407,2026q2-busan-control-0407,busan,control,tourist,2026-05-28,N,2026-06-04,pilot_conversion_2026q2.csv
2026q2-conv-0408,2026q2-busan-control-0408,busan,control,tourist,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0409,2026q2-busan-control-0409,busan,control,domestic,2026-05-26,N,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0410,2026q2-busan-control-0410,busan,control,tourist,2026-06-10,N,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0411,2026q2-busan-control-0411,busan,control,domestic,2026-05-10,N,2026-05-17,pilot_conversion_2026q2.csv
2026q2-conv-0412,2026q2-busan-control-0412,busan,control,domestic,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0413,2026q2-busan-control-0413,busan,control,domestic,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0414,2026q2-busan-control-0414,busan,control,domestic,2026-05-12,N,2026-05-19,pilot_conversion_2026q2.csv
2026q2-conv-0415,2026q2-busan-control-0415,busan,control,domestic,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0416,2026q2-busan-control-0416,busan,control,domestic,2026-06-04,N,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0417,2026q2-busan-control-0417,busan,control,domestic,2026-05-04,N,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0418,2026q2-busan-control-0418,busan,control,tourist,2026-05-01,N,2026-05-08,pilot_conversion_2026q2.csv
2026q2-conv-0419,2026q2-busan-control-0419,busan,control,domestic,2026-05-30,N,2026-06-06,pilot_conversion_2026q2.csv
2026q2-conv-0420,2026q2-busan-control-0420,busan,control,domestic,2026-06-06,N,2026-06-13,pilot_conversion_2026q2.csv
